uid,area_in_ha,latest_runoff_mm,latest_precipitation_mm,latest_et_mm,latest_surface_water_ha,latest_cropping_intensity,protection_area_ha,urbanization_area_ha,deforestation_area_ha,soge_dev_percent,soge_class_name,terrain_description,runoff_signal,surface_water_signal,cropping_signal,protection_signal,soge_signal,urbanization_pressure,deforestation_pressure,positive_signal_mean,pressure_mean,exploratory_signal_raw,exploratory_planning_signal,score_summary
12_331404,988.5625480601566,86.54,809.7,787.74,0.65,1.31,364.65,4.01,356.54,59.55,Safe,Broad Plains and Slopes,0.390180599113226,0.0017459507373284266,0.5294117647058824,0.1677557020247522,1.0,0.17056571671629092,0.18351883237526137,0.41781880331623783,0.17704227454577615,0.32929766604334976,100.0,"runoff=86.5 mm, surface water=0.65 ha, cropping=1.31, protection=364.65 ha"
12_327356,820.3548509734408,68.91,776.19,824.97,0.04,1.42,222.65,0.91,441.56,59.55,Safe,Broad Plains and Slopes,0.19952417000108139,0.00010744312229713395,0.6372549019607843,0.10042202095879368,1.0,0.03870693321990642,0.23303571948584442,0.3874617072085913,0.1358713263528754,0.31952604403215357,97.78,"runoff=68.9 mm, surface water=0.04 ha, cropping=1.42, protection=222.65 ha"
12_328674,807.1173773742319,86.48,920.52,652.04,0.52,1.12,565.26,2.37,252.96,51.59,Safe,Broad Plains and Slopes,0.38953174002379154,0.0013967605898627415,0.34313725490196084,0.2628811228602589,0.8397100281917037,0.10080816673755848,0.12319233076488506,0.36733138131351556,0.11200024875122178,0.31133125693790464,95.91,"runoff=86.5 mm, surface water=0.52 ha, cropping=1.12, protection=565.26 ha"
12_320165,1131.619099593128,108.13,902.85,789.78,2.24,1.27,806.58,11.73,275.67,51.59,Safe,Broad Plains and Slopes,0.6236617281280414,0.006016814848639502,0.49019607843137253,0.3773104462041823,0.8397100281917037,0.49893662271373884,0.1364189657481989,0.46737901916078795,0.31767779423096887,0.3085401220453035,95.27,"runoff=108.1 mm, surface water=2.24 ha, cropping=1.27, protection=806.58 ha"
12_324448,1550.276252541772,126.45,901.42,584.22,8.09,1.17,1147.08,7.85,198.8,22.7,Safe,Mostly Plains,0.8217800367686818,0.02173037148459534,0.3921568627450979,0.5387690265067097,0.2579540877970197,0.3339004678860059,0.09164875741850564,0.4064780770604209,0.21277461265225578,0.300090770734293,93.35,"runoff=126.5 mm, surface water=8.09 ha, cropping=1.17, protection=1147.08 ha"
12_325489,733.0533204508254,142.93,886.0,905.21,3.69,1.14,397.57,8.33,41.44,22.7,Safe,Mostly Plains,1.0,0.009911628031910607,0.36274509803921556,0.18336573569159276,0.2579540877970197,0.3543173117822203,0.0,0.36279530991194775,0.17715865589111016,0.2742159819663927,87.46,"runoff=142.9 mm, surface water=3.69 ha, cropping=1.14, protection=397.57 ha"
12_318638,2132.466458531583,101.7,874.93,682.2,4.93,1.19,705.25,9.67,669.09,59.55,Safe,Broad Plains and Slopes,0.5541256623769871,0.013242364823121758,0.41176470588235287,0.32926170041253733,1.0,0.41131433432581876,0.36555250758594987,0.46167888669899976,0.3884334209558843,0.2674621762210576,85.92,"runoff=101.7 mm, surface water=4.93 ha, cropping=1.19, protection=705.25 ha"
12_325713,1302.809932218913,142.19,898.84,540.07,4.12,1.01,597.57,7.96,84.01,22.7,Safe,Mostly Plains,0.9919974045636422,0.011066641596604797,0.23529411764705882,0.2782019062070274,0.2579540877970197,0.33857932794555506,0.02479338842975207,0.35490283156227054,0.18168635818765358,0.26405965246844376,85.15,"runoff=142.2 mm, surface water=4.12 ha, cropping=1.01, protection=597.57 ha"
12_319886,1994.482696898538,94.22,904.44,655.71,0.34,1.19,1330.78,11.93,690.11,51.59,Safe,Broad Plains and Slopes,0.4732345625608305,0.0009132665395256386,0.41176470588235287,0.6258760491251364,0.8397100281917037,0.5074436410038281,0.3777948619386252,0.4702997224599098,0.44261925147122666,0.24899009672429648,81.72,"runoff=94.2 mm, surface water=0.34 ha, cropping=1.19, protection=1330.78 ha"
12_328894,1656.927550323368,60.22,776.77,827.77,0.84,1.41,430.29,1.44,1010.23,59.55,Safe,Broad Plains and Slopes,0.1055477452146642,0.002256305568239813,0.6274509803921567,0.19888093318791786,1.0,0.061250531688643126,0.5642374154770848,0.38682719287259576,0.312743973582864,0.23045520608116377,77.5,"runoff=60.2 mm, surface water=0.84 ha, cropping=1.41, protection=430.29 ha"
12_315317,1296.040382938535,56.84,765.35,627.73,1.47,1.32,353.32,2.16,819.34,59.55,Safe,Broad Plains and Slopes,0.06899534984319242,0.003948534744419673,0.5392156862745099,0.16238323296505286,1.0,0.0918757975329647,0.4530602973808817,0.354908560765435,0.2724680474569232,0.21867453703697337,74.82,"runoff=56.8 mm, surface water=1.47 ha, cropping=1.32, protection=353.32 ha"
12_323490,771.1355081711497,84.05,802.27,905.62,0.02,1.35,379.79,0.48,342.84,20.88,Safe,Broad Plains and Slopes,0.3632529469016978,5.3721561148566974e-05,0.5686274509803922,0.17493480013277063,0.22130487313733385,0.020416843896214374,0.17553975270677172,0.26563475854266866,0.09797829830149304,0.21664560939192212,74.35,"runoff=84.0 mm, surface water=0.02 ha, cropping=1.35, protection=379.79 ha"
12_330765,811.2443624772886,109.88,883.41,770.31,0.65,1.34,513.0,4.0,248.88,9.89,Safe,Broad Plains and Slopes,0.6425867849032117,0.0017459507373284266,0.5588235294117647,0.23810043150457583,0.0,0.17014036580178646,0.12081607930156844,0.28825133931137614,0.14547822255167744,0.21551222803553743,74.1,"runoff=109.9 mm, surface water=0.65 ha, cropping=1.34, protection=513.00 ha"
12_324116,1224.98125627647,87.38,834.41,647.36,2.21,1.69,221.39,0.03,546.89,9.89,Safe,Broad Sloppy and Hilly,0.39926462636530763,0.005936232506916651,0.9019607843137254,0.09982455308454644,0.0,0.0012760527435133984,0.29438144660131976,0.2813972392540992,0.14782874967241658,0.20748286441789093,72.27,"runoff=87.4 mm, surface water=2.21 ha, cropping=1.69, protection=221.39 ha"
12_326256,1034.449265224192,89.18,883.78,731.5,2.02,1.19,570.88,2.73,350.19,22.7,Safe,Broad Plains and Slopes,0.4187303990483401,0.005425877676005265,0.41176470588235287,0.2655460192517426,0.2579540877970197,0.11612079965971926,0.1798204998281877,0.27188421793109213,0.1479706497439535,0.1978988930591154,70.09,"runoff=89.2 mm, surface water=2.02 ha, cropping=1.19, protection=570.88 ha"
12_312704,3130.255360586985,83.33,792.15,606.82,372.29,1.34,1170.36,18.29,1077.84,20.88,Safe,Mostly Plains,0.35546663782848487,1.0,0.5588235294117647,0.5498079567547062,0.22130487313733385,0.7779668226286686,0.6036144648483683,0.537080599426458,0.6907906437385185,0.19168527755719877,68.67,"runoff=83.3 mm, surface water=372.29 ha, cropping=1.34, protection=1170.36 ha"
12_320437,722.5878988263839,75.01,804.69,575.65,,1.79,16.68,0.0,475.21,9.89,Safe,Broad Sloppy and Hilly,0.26549151076024663,0.0,1.0,0.002754990753473375,0.0,0.0,0.25263396991246306,0.253649300302744,0.12631698495623153,0.19049080782462824,68.4,"runoff=75.0 mm, surface water=nan ha, cropping=1.79, protection=16.68 ha"
12_325160,1416.733348457504,126.96,895.65,695.66,4.55,1.16,630.13,8.37,226.31,9.89,Safe,Mostly Plains,0.8272953390288742,0.012221655161298986,0.3823529411764705,0.2936412347669401,0.0,0.35601871544023816,0.10767098235866254,0.30310223402671677,0.23184484889945034,0.1871798095769916,67.65,"runoff=127.0 mm, surface water=4.55 ha, cropping=1.16, protection=630.13 ha"
12_320802,782.4702768733985,101.86,883.41,934.5,2.73,1.24,258.39,2.15,281.6,9.89,Safe,Broad Plains and Slopes,0.5558559532821455,0.007332993096779392,0.46078431372549017,0.11736924462990184,0.0,0.09145044661846022,0.13987268417404877,0.22826850094686338,0.1156615653962545,0.17043771824873613,63.83,"runoff=101.9 mm, surface water=2.73 ha, cropping=1.24, protection=258.39 ha"
12_319027,2161.432749001792,109.89,886.04,698.73,0.96,1.46,778.54,5.45,942.42,9.89,Safe,Broad Plains and Slopes,0.6426949280847842,0.002578634935131215,0.676470588235294,0.3640144150979183,0.0,0.23181624840493406,0.524743883190933,0.33715171327062554,0.37828006579793355,0.14801168037165877,58.73,"runoff=109.9 mm, surface water=0.96 ha, cropping=1.46, protection=778.54 ha"
12_327649,1542.793693033106,51.71,776.19,629.63,3.17,1.14,336.43,0.65,1144.57,59.55,Safe,Broad Plains and Slopes,0.013517897696550233,0.008514867442047866,0.36274509803921556,0.1543743183650244,1.0,0.0276478094427903,0.6424789893942305,0.30783043630856766,0.33506339941851043,0.14029873659931244,56.97,"runoff=51.7 mm, surface water=3.17 ha, cropping=1.14, protection=336.43 ha"
12_319452,710.0670397004121,102.57,859.02,887.89,0.83,1.17,240.04,3.51,326.97,10.34,Safe,Broad Plains and Slopes,0.563534119173786,0.0022294447876655293,0.3921568627450979,0.10866802598511072,0.009061619009262974,0.14929817099106762,0.1662968334119593,0.21513001434018464,0.15779750220151345,0.1362312632394279,56.05,"runoff=102.6 mm, surface water=0.83 ha, cropping=1.17, protection=240.04 ha"
12_320179,1170.662172701861,69.93,792.94,721.26,0.1,1.72,120.05,1.08,721.97,9.89,Safe,Broad Plains and Slopes,0.21055477452146648,0.0002686078057428349,0.9313725490196078,0.05177106548437573,0.0,0.04593789876648235,0.39635059027717107,0.23879339936623856,0.2211442445218267,0.12822127710532522,54.22,"runoff=69.9 mm, surface water=0.10 ha, cropping=1.72, protection=120.05 ha"
12_315014,745.2799395490305,72.21,826.73,630.9,0.0,1.4,121.07,0.3,396.43,9.89,Safe,Broad Plains and Slopes,0.23521141991997396,0.0,0.6176470588235293,0.05225472995400445,0.0,0.012760527435133985,0.20675134974577605,0.18102264173950156,0.10975593859045502,0.12614467244427405,53.75,"runoff=72.2 mm, surface water=0.00 ha, cropping=1.40, protection=121.07 ha"
12_328388,1622.64778281278,85.86,900.05,647.59,0.1,1.03,1142.58,3.52,543.24,9.89,Safe,Broad Plains and Slopes,0.38282686276630257,0.0002686078057428349,0.2549019607843137,0.5366352126701124,0.0,0.1497235219055721,0.29225563340497035,0.23492652880529433,0.22098957765527122,0.12443173997765872,53.36,"runoff=85.9 mm, surface water=0.10 ha, cropping=1.03, protection=1142.58 ha"
12_331772,990.7831939048826,85.8,781.24,606.54,0.3,1.31,617.24,7.47,305.66,9.89,Safe,Broad Plains and Slopes,0.38217800367686816,0.0008058234172285046,0.5294117647058824,0.28752904357722037,0.0,0.3177371331348362,0.15388557883272472,0.2399849270754399,0.23581135598378045,0.12207924908354967,52.83,"runoff=85.8 mm, surface water=0.30 ha, cropping=1.31, protection=617.24 ha"
12_332521,1616.387481041157,88.84,826.73,626.04,1.29,1.32,632.28,6.26,473.07,9.89,Safe,Broad Plains and Slopes,0.4150535308748784,0.00346504069408257,0.5392156862745099,0.294660723599981,0.0,0.2662696724797958,0.2513876027233705,0.25047899628869036,0.25882863760158314,0.12106467748789879,52.59,"runoff=88.8 mm, surface water=1.29 ha, cropping=1.32, protection=632.28 ha"
12_319898,974.7866563541869,71.85,809.56,678.71,1.04,1.33,328.9,0.05,522.39,9.89,Safe,Broad Plains and Slopes,0.2313182653833675,0.002793521179725483,0.5490196078431373,0.15080373654511828,0.0,0.002126754572522331,0.28011228952993317,0.1867870261902697,0.14111952205122774,0.11622726516465584,51.49,"runoff=71.8 mm, surface water=1.04 ha, cropping=1.33, protection=328.90 ha"
12_315787,705.5828348553721,63.42,768.77,869.58,4.01,1.46,346.17,3.19,375.14,9.89,Safe,Broad Plains and Slopes,0.14015356331783282,0.010771173010287677,0.676470588235294,0.15899283986912607,0.0,0.1356869417269247,0.19435174345802828,0.19727763288650813,0.16501934259247647,0.11476796159026989,51.16,"runoff=63.4 mm, surface water=4.01 ha, cropping=1.46, protection=346.17 ha"
12_321647,1536.027558516638,100.04,879.25,689.95,3.88,1.27,429.29,3.88,714.8,9.89,Safe,Broad Plains and Slopes,0.5361738942359685,0.010421982862821992,0.49019607843137253,0.1984067523353407,0.0,0.16503615482773287,0.39217467777913667,0.24703974157310077,0.27860541630343477,0.10773703342138338,49.56,"runoff=100.0 mm, surface water=3.88 ha, cropping=1.27, protection=429.29 ha"
12_317774,1260.840001290649,93.45,846.59,561.38,0.09,1.32,42.13,0.67,671.43,9.89,Safe,Broad Plains and Slopes,0.4649075375797556,0.00024174702516855138,0.5392156862745099,0.014822893451562428,0.0,0.028498511271799233,0.36691535768991085,0.20383757286619927,0.19770693448085505,0.10498410562577175,48.93,"runoff=93.5 mm, surface water=0.09 ha, cropping=1.32, protection=42.13 ha"
12_315797,678.7770246541161,76.23,826.73,637.23,0.81,1.24,198.79,2.23,341.94,9.89,Safe,Broad Plains and Slopes,0.2786849789120796,0.002175723226516963,0.46078431372549017,0.08910806581630233,0.0,0.09485325393449595,0.17501557958986366,0.16615061633607783,0.13493441676217982,0.09868340795498792,47.5,"runoff=76.2 mm, surface water=0.81 ha, cropping=1.24, protection=198.79 ha"
12_324793,1436.411477067477,82.63,878.91,655.9,1.88,1.04,377.86,2.2,672.24,22.7,Safe,Broad Plains and Slopes,0.34789661511841674,0.005049826747965295,0.2647058823529412,0.1740196310872967,0.2579540877970197,0.09357720119098256,0.3673871134951281,0.20992520862072794,0.23048215734305533,0.09468412994920028,46.59,"runoff=82.6 mm, surface water=1.88 ha, cropping=1.04, protection=377.86 ha"
12_316895,734.8666421574017,84.65,840.04,719.31,0.57,1.2,73.33,1.8,449.21,9.89,Safe,Broad Plains and Slopes,0.369741537796042,0.0015310644927341585,0.42156862745098034,0.02961733605197022,0.0,0.07656316461080391,0.23749119097956306,0.16449171315834535,0.1570271777951835,0.0859781242607536,44.61,"runoff=84.7 mm, surface water=0.57 ha, cropping=1.20, protection=73.33 ha"
12_323063,1133.718694969453,71.54,801.33,659.35,0.0,1.06,290.66,0.08,709.31,20.88,Safe,Mostly Plains,0.22796582675462318,0.0,0.2843137254901961,0.1326710607425672,0.22130487313733385,0.003402807316035729,0.3889772217659974,0.17325109722494408,0.19619001454101656,0.0751560899544358,42.14,"runoff=71.5 mm, surface water=0.00 ha, cropping=1.06, protection=290.66 ha"
12_318648,1821.833018077181,113.44,844.47,627.16,0.83,1.28,115.12,10.01,520.9,9.89,Safe,Broad Plains and Slopes,0.6810857575429868,0.0022294447876655293,0.5,0.049433353881170275,0.0,0.4257762654189706,0.27924449181416316,0.24654971124236452,0.35251037861656687,0.07029452193408109,41.04,"runoff=113.4 mm, surface water=0.83 ha, cropping=1.28, protection=115.12 ha"
12_333487,1054.895996208422,90.47,883.41,564.85,0.86,1.21,163.9,4.98,501.84,9.89,Safe,Broad Sloppy and Hilly,0.43268086947117984,0.00231002712938838,0.4313725490196078,0.07256389586988476,0.0,0.21182475542322415,0.26814367002719874,0.18778546829801218,0.23998421272521145,0.06779336193540646,40.47,"runoff=90.5 mm, surface water=0.86 ha, cropping=1.21, protection=163.90 ha"
12_328675,1081.119609278292,57.67,776.19,589.33,1.17,1.33,482.8,1.04,716.83,9.89,Safe,Broad Plains and Slopes,0.07797123391370175,0.0031427113271911677,0.5490196078431373,0.22378016975674522,0.0,0.04423649510846448,0.3933569793650517,0.17078274456815506,0.2187967372367581,0.06138437594977601,39.01,"runoff=57.7 mm, surface water=1.17 ha, cropping=1.33, protection=482.80 ha"
12_322154,3653.917216881785,102.2,800.23,679.26,0.57,1.28,2119.77,23.0,1081.39,20.88,Safe,Mostly Plains,0.5595328214556072,0.0015310644927341585,0.5,1.0,0.22130487313733385,0.9783071033602722,0.6056820365872836,0.456473751817135,0.7919945699737778,0.0604764668302461,38.8,"runoff=102.2 mm, surface water=0.57 ha, cropping=1.28, protection=2119.77 ha"
12_321112,1869.403741173758,110.09,883.14,602.76,2.84,1.28,653.89,12.6,727.0,9.89,Safe,Broad Plains and Slopes,0.6448577917162324,0.00762846168309651,0.5,0.3049077718241737,0.0,0.5359421522756274,0.39928013558611286,0.2914788050447005,0.4676111439308701,0.05767323307926542,38.16,"runoff=110.1 mm, surface water=2.84 ha, cropping=1.28, protection=653.89 ha"
12_332704,1653.085830262512,96.23,826.73,709.35,0.94,1.12,452.24,9.84,394.6,9.89,Safe,Broad Plains and Slopes,0.49497134205688337,0.0025249133739826475,0.34313725490196084,0.2092892029019868,0.0,0.4185452998723947,0.20568553107472962,0.20998454264696273,0.31211541547356214,0.05392683491018166,37.31,"runoff=96.2 mm, surface water=0.94 ha, cropping=1.12, protection=452.24 ha"
12_333350,1872.102899406899,86.46,856.07,595.43,2.71,1.22,605.98,5.09,879.73,9.89,Safe,Broad Plains and Slopes,0.3893154536606466,0.007279271535630825,0.4411764705882352,0.2821897671772014,0.0,0.21650361548277328,0.48823231352541363,0.2239921925923428,0.35236796450409347,0.04780821034029606,35.92,"runoff=86.5 mm, surface water=2.71 ha, cropping=1.22, protection=605.98 ha"
12_329983,2867.077241777052,84.22,889.52,714.53,1.44,1.14,991.9,1.36,1620.81,22.7,Safe,Broad Plains and Slopes,0.36509138098842864,0.003867952402696822,0.36274509803921556,0.4651856418037839,0.2579540877970197,0.0578477243726074,0.9198481062790115,0.29096883220622893,0.48884791532580946,0.046544874543324205,35.63,"runoff=84.2 mm, surface water=1.44 ha, cropping=1.14, protection=991.90 ha"
12_331901,1411.186227987168,72.36,799.52,580.98,1.73,1.28,442.53,4.01,738.78,9.89,Safe,Broad Plains and Slopes,0.23683356764356006,0.004646915039351043,0.5,0.20468490682346244,0.0,0.17056571671629092,0.40614097927186527,0.1892330779012747,0.2883533479940781,0.04505640390423565,35.29,"runoff=72.4 mm, surface water=1.73 ha, cropping=1.28, protection=442.53 ha"
12_315324,1532.134620479231,83.28,830.0,703.15,1.7,1.4,219.36,6.54,756.43,9.89,Safe,Broad Plains and Slopes,0.3549259219206229,0.004566332697628192,0.6176470588235293,0.09886196595381479,0.0,0.27817949808592085,0.41642059650900703,0.215200255879119,0.34730004729746394,0.041550232230387035,34.49,"runoff=83.3 mm, surface water=1.70 ha, cropping=1.40, protection=219.36 ha"
12_328389,720.836262772371,50.46,776.19,713.99,0.0,1.19,223.19,0.04,562.46,9.89,Safe,Broad Plains and Slopes,0.0,0.0,0.41176470588235287,0.10067807861918535,0.0,0.0017014036580178646,0.30344964152382947,0.10248855690030764,0.15257552259092366,0.02620079560484581,31.0,"runoff=50.5 mm, surface water=0.00 ha, cropping=1.19, protection=223.19 ha"
12_322145,2142.304502712002,94.4,878.91,693.43,3.78,1.12,590.57,7.8,863.08,9.89,Safe,Broad Plains and Slopes,0.47518113982913385,0.010153375057079158,0.34313725490196084,0.2748826402389872,0.0,0.3317737133134836,0.4785351108626143,0.22067088200543222,0.4051544120880489,0.018093675961407762,29.15,"runoff=94.4 mm, surface water=3.78 ha, cropping=1.12, protection=590.57 ha"
12_319444,2373.959194269853,74.99,883.06,681.56,0.5,0.95,631.33,10.14,1630.92,59.55,Safe,Broad Sloppy and Hilly,0.2652752243971017,0.0013430390287141743,0.17647058823529405,0.29421025179003274,1.0,0.4313058273075287,0.9257363176256123,0.3474598206902285,0.6785210724665705,0.00819928445694329,26.9,"runoff=75.0 mm, surface water=0.50 ha, cropping=0.95, protection=631.33 ha"
12_313385,1472.370849750783,66.2,792.39,739.92,0.0,1.25,75.63,0.02,943.85,9.89,Safe,Broad Sloppy and Hilly,0.17021736779496055,0.0,0.47058823529411764,0.030707952012897714,0.0,0.0008507018290089323,0.5255767360322425,0.13430271102039518,0.26321371893062573,0.0026958515550823126,25.65,"runoff=66.2 mm, surface water=0.00 ha, cropping=1.25, protection=75.63 ha"
12_313118,1854.439059574785,58.62,776.88,586.03,0.24,1.39,215.02,0.79,1331.15,19.85,Safe,Broad Plains and Slopes,0.08824483616307988,0.0006446587337828037,0.6078431372549018,0.09680402105362985,0.2005638340716875,0.033602722245852826,0.7511459006750185,0.19882009745541637,0.39237431146043567,0.00263294172519854,25.63,"runoff=58.6 mm, surface water=0.24 ha, cropping=1.39, protection=215.02 ha"
12_319675,708.8189853935006,72.07,883.41,515.13,0.01,0.9,172.66,2.57,464.22,9.89,Safe,Broad Sloppy and Hilly,0.23369741537796035,2.6860780574283487e-05,0.12745098039215685,0.0767177201384608,0.0,0.1093151850276478,0.24623323374044115,0.08757859533783045,0.17777420938404448,-0.0013085093541917864,24.73,"runoff=72.1 mm, surface water=0.01 ha, cropping=0.90, protection=172.66 ha"
12_327161,841.0330326951429,77.01,883.41,529.29,0.2,0.77,326.61,2.76,468.3,9.89,Safe,Broad Sloppy and Hilly,0.287120147074727,0.0005372156114856698,0.0,0.1497178623927166,0.0,0.11739685240323265,0.24860948520375775,0.08747504501578585,0.1830031688034952,-0.004026539385961758,24.12,"runoff=77.0 mm, surface water=0.20 ha, cropping=0.77, protection=326.61 ha"
12_314517,888.4480946358739,56.22,761.36,630.01,0.29,1.12,77.85,0.89,606.09,9.89,Safe,Broad Plains and Slopes,0.06229047258570345,0.0007789626366542211,0.34313725490196084,0.031760633505619036,0.0,0.037856231390897485,0.32886038940238443,0.08759346472598752,0.18335831039664097,-0.004085690472332967,24.1,"runoff=56.2 mm, surface water=0.29 ha, cropping=1.12, protection=77.85 ha"
12_314531,750.7038100259198,67.71,826.73,800.04,,0.92,10.87,0.01,572.59,9.89,Safe,Broad Sloppy and Hilly,0.18654698821239313,0.0,0.1470588235294118,0.0,0.0,0.00042535091450446614,0.3093495011619171,0.06672116234836098,0.1548874260382108,-0.010722550670744416,22.59,"runoff=67.7 mm, surface water=nan ha, cropping=0.92, protection=10.87 ha"
12_332963,3024.779798001727,106.61,882.66,589.43,7.59,1.22,704.09,17.34,855.11,9.89,Safe,Broad Plains and Slopes,0.6072239645290365,0.020387332455881167,0.4411764705882352,0.32871165062354785,0.0,0.7375584857507443,0.47389326670510606,0.2794998836393402,0.6057258762279252,-0.02336305447462239,19.71,"runoff=106.6 mm, surface water=7.59 ha, cropping=1.22, protection=704.09 ha"
12_312431,2550.316269228431,63.29,788.94,720.44,92.76,1.09,608.19,1.74,1758.43,19.85,Safe,Mostly Plains,0.13874770195739156,0.24916060060705364,0.3137254901960785,0.28323770686139693,0.2005638340716875,0.07401105912377712,1.0,0.23708706673872162,0.5370055295618885,-0.031415698042222634,17.88,"runoff=63.3 mm, surface water=92.76 ha, cropping=1.09, protection=608.19 ha"
12_314078,1809.295362353989,68.44,800.24,631.13,0.2,1.16,212.67,0.61,1282.78,9.89,Safe,Broad Plains and Slopes,0.1944414404671785,0.0005372156114856698,0.3823529411764705,0.09568969605007349,0.0,0.025946405784772433,0.722974507714081,0.13460425866104164,0.37446045674942674,-0.05262596971367173,13.05,"runoff=68.4 mm, surface water=0.20 ha, cropping=1.16, protection=212.67 ha"
12_333198,3011.487843987171,101.19,864.42,653.95,8.36,1.07,1487.08,23.51,836.37,9.89,Safe,Broad Plains and Slopes,0.5486103601167946,0.022455612560100993,0.2941176470588236,0.6999905163829484,0.0,1.0,0.4629788175819312,0.31303482722373355,0.7314894087909656,-0.05270987717174924,13.03,"runoff=101.2 mm, surface water=8.36 ha, cropping=1.07, protection=1487.08 ha"
12_313719,2758.384956034159,69.12,781.35,709.75,4.26,1.39,467.32,6.8,1672.29,9.89,Safe,Broad Plains and Slopes,0.20179517681410192,0.011442692524644764,0.6078431372549018,0.21643985015885056,0.0,0.289238621863037,0.9498308085661535,0.20750417135049978,0.6195347152145952,-0.10226318625679784,1.75,"runoff=69.1 mm, surface water=4.26 ha, cropping=1.39, protection=467.32 ha"
12_332859,2781.520103724096,93.35,827.96,621.19,9.62,1.05,242.25,16.99,756.18,9.89,Safe,Broad Plains and Slopes,0.4638261057640315,0.02584007091246071,0.27450980392156865,0.10971596566930626,0.0,0.7226712037430879,0.41627499286542147,0.17477838925347342,0.5694730983042546,-0.1099581598986539,0.0,"runoff=93.3 mm, surface water=9.62 ha, cropping=1.05, protection=242.25 ha"
